participant_id,original_row,original_col,group,model,criterion,value,model_label
13,13,"orange-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",orange-model_Ease_of_Following,orange-model,Ease of Following,1.0,OSS
2,2,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
3,3,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
4,4,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
6,6,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
9,9,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
12,12,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
14,14,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
1,1,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
2,2,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
3,3,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
5,5,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
8,8,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
9,9,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
12,12,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
14,14,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
5,5,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
7,7,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
8,8,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
9,9,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
12,12,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
13,13,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
1,1,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
5,5,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
7,7,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
10,10,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
11,11,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
14,14,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
0,0,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
2,2,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
3,3,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
4,4,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
6,6,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
8,8,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
9,9,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
11,11,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
13,13,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
0,0,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
4,4,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
7,7,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
10,10,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
11,11,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
13,13,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
1,1,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
3,3,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
5,5,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
6,6,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
7,7,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
8,8,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
10,10,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
12,12,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
14,14,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
0,0,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
1,1,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
2,2,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
3,3,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
4,4,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
6,6,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
10,10,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
11,11,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
13,13,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
0,0,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
2,2,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
5,5,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
6,6,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
8,8,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
10,10,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
12,12,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
14,14,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
0,0,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
1,1,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
4,4,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
7,7,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
9,9,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
11,11,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
13,13,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
